=== PRDCT-13433 Windows lab host — at1 PRE-FIX: vBase (frozen buggy base) no-force skip-path run (canonical capture; PATH incl. openclaw so the real agent detection + ingest fire) ===
captured_at: 2026-09-03T19:07:46Z  instance: i-0776d26f4e79a657d (3.227.234.67)  binary: C:\onyx\onyx-scanner-vbase.exe sha256=b65df816ad0de288da356610a103114a6544291addcf84d1725c90c4383d6dd7
note: a prior identical vBase no-force run (60-windows-02 first capture, 19:07Z) already took the skip path; this run is the same idempotent skip path with agent detection live.
HOST: EC2AMAZ-I43CDS0  USER: administrator
OS:  Microsoft Windows [Version 10.0.20348.5499]
onyx-scanner version 0.0.2-vbase-6965aa72
2026-09-03T19:07:47.8213262Z	INFO	Scanner starting	{"version": "0.0.2-vbase-6965aa72", "environment": "dev", "command": "onyx-scanner install openclaw", "trigger_method": "", "invocation_source": "", "executable": "C:\\onyx\\onyx-scanner-vbase.exe", "pid": 1880, "ppid": 604, "username": "EC2AMAZ-I43CDS0\\Administrator", "user_id": "S-1-5-21-2999353483-4220551370-3572615367-500", "group_id": "S-1-5-21-2999353483-4220551370-3572615367-513", "euid": -1, "home_dir": "C:\\Users\\Administrator", "hostname": "EC2AMAZ-I43CDS0", "os": "windows", "platform": "Microsoft Windows Server 2022 Datacenter", "platform_family": "Server", "os_version": "10.0.20348.5499 Build 20348.5499", "kernel_version": "10.0.20348.5499 Build 20348.5499", "kernel_arch": "x86_64", "architecture": "amd64", "go_version": "go1.25.8", "working_dir": "C:\\Users\\Administrator"}
2026-09-03T19:07:47.8793107Z	INFO	Starting OpenClaw installation
2026-09-03T19:07:47.8793107Z	DEBUG	openclaw_install_flags: dry_run=false, verbose=true, force=false, endpoint=http://onyx-ai-firewall.onyxd.svc.cluster.local:8080
2026-09-03T19:07:47.950148Z	INFO	install_context	{"event": "install_context", "cycle_id": "95bd22c6", "caller": "openclaw_hooks", "platform": "windows", "parent_process_name": "powershell.exe", "parent_pid": 604, "euid": -1, "is_privileged_context": false, "active_console_sessions": 0}
2026-09-03T19:07:47.950148Z	INFO	Installing OpenClaw integration
2026-09-03T19:07:47.950148Z	INFO	Starting OpenClaw hooks installation
2026-09-03T19:07:47.9522218Z	WARN	keychain_outcome	{"event": "keychain_outcome", "op": "put", "outcome": "fallback_env", "reason": "permission_denied", "caller": "openclaw_hooks", "cycle_id": "95bd22c6", "platform": "windows", "target_home_set": false, "target_home_tail": "all-users", "target_index": 0, "total_targets": 1, "error": "write blob: open C:\\ProgramData\\Onyx\\mcp-gateway\\default.bin: Access is denied."}
2026-09-03T19:07:48.1199658Z	DEBUG	Scanner binary installed	{"path": "C:\\Users\\Administrator\\.openclaw\\extensions\\onyx-guard\\onyx\\onyx-scanner.exe"}
2026-09-03T19:07:48.1204847Z	INFO	Plugin already installed - scanner binary refreshed	{"pluginDir": "C:\\Users\\Administrator\\.openclaw\\extensions\\onyx-guard"}
2026-09-03T19:07:48.1295242Z	DEBUG	Config file installed	{"path": "C:\\Users\\Administrator\\.openclaw\\extensions\\onyx-guard\\onyx\\onyx-config.json", "content_changed": false}
📊 Installation summary:
plugin_dir: C:\Users\Administrator\.openclaw\extensions\onyx-guard
already_installed: true
No changes needed
2026-09-03T19:07:48.1927467Z	DEBUG	post_scan_started	{"event": "post_scan_started", "platform": "windows", "caller": "post-operation (openclaw)", "endpoint": "http://ingest-onyx.onyxd.svc.cluster.local:8080/mcp-scanner"}
2026-09-03T19:07:48.1927467Z	DEBUG	Scan run starting	{"scan_run_id": "021822b9-207c-400a-a426-18936c77ef40", "timestamp": "2026-09-03T19:07:48.1927467Z", "full_scan": false, "dry_run": false, "project_walk_timeout": "0s", "session_lookback_window": "0s"}
2026-09-03T19:07:48.1927467Z	DEBUG	Step start: enumerate user contexts	{"scan_run_id": "021822b9-207c-400a-a426-18936c77ef40", "include_other_users": true}
2026-09-03T19:07:48.2576847Z	DEBUG	Step done: enumerate user contexts	{"scan_run_id": "021822b9-207c-400a-a426-18936c77ef40", "users_found": 1, "usernames": ["Administrator"], "include_other_users": true, "duration_ms": 64}
2026-09-03T19:07:48.2582882Z	INFO	Scanning users	{"users": 1, "scan_run_id": "021822b9-207c-400a-a426-18936c77ef40"}
